Count,seller_loan_no,Asset Type,submit_date,original_balance,purchase_price,Current Balance,APR,term,Property City,Property State,Monthly Payment,Monthly Payment Date,state,fico,loan_program,Total Dealer $,Mkt Fee ($),Stamp fee,SFC Net Margin $,lender_price_pct,Adv. Rate,Dealer Fee,Mkt Fee (%),DTI,DPD,PTI,Income,application_type,platform,unnamed_1,TU_144,Loan Product Variables,loan program,loan_term,Avg Loan Size $'s,coupon,cdr_promo,constant_cpr,servicing_cost,late_percent,recovery_percent,promo_term,Promo Period Prepayment,modeled_purchase_price,SFC Loan Margin,SFC Purchase Price,Merchant Discount,cdr,yield,weight,weight(old),weight(worst case),Purchase Price(Worst Case),tagging,cpr,platform,type,proposed_cdr_promo,proposed_cdr,proposed_cpr,proposed_promo_cpr_percent,irr_support,new_programs,proposed_cdr_promo_old,proposed_cdr_old,constant_cpr_old,cdr_promo_old,cdr_old,cpr_old,loan_type
948,SFC_6107205,BATH TUB AND SHOWER SYSTEMS,2025-08-05,6177.0,6283.86,6177,12.9,120,CROWN POINT,IN,91.87,2025-10-16,IN,714,Unsec Std - 1290 - 120,6177,24.71,0,82.15,101.73,100,0,0.004,0.2387,0,0.91,121200,RESIDENTIAL,prime,,,,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.2530827726253024,0.02,2e-05,0.35,0.0,,1.0045,0.012499999999999956,0.992,,0.026718045953897346,0.08722111694008294,0.0,0.0,0.0,0.0,SFY,0,sfy,standard,0.0,0.035,0.18,1.0,0.0125,,,,,,,,standard
949,SFC_6200018,PLUMBING EQUIPMENT,2025-09-03,6165.0,5952.31,6165,9.35,123,Anchorage,AK,81.13,2026-01-16,AK,758,Unsec Std - 990 - 123,5825.93,61.66,0,64.72,96.55,94.5,5.5,0.01,0.3474,0,1.36,72000,RESIDENTIAL,prime,,,NINP4331,Unsec Std - 990 - 123,123.0,10000.0,990.0,0.0166,0.1696,0.02,2e-05,0.35,3.0,0.13000000000000003,0.958,0.012499999999999956,0.9455,0.05449999999999999,0.0166,0.07452730435873711,0.00955,0.0002372249157508535,0.0,0.0,PRIME,0.0363405847853139;0.0425899377937978;0.0510694774208883,prime,hybrid,0.0227,0.0242185,0.22,1.0,0.0125,,,,,,,,standard
950,SFC_6034264,BATH TUB AND SHOWER SYSTEMS,2025-07-15,6104.0,6209.6,6104,12.9,120,LEXINGTON,NC,90.78,2025-10-16,NC,720,Unsec Std - 1290 - 120,6104,30.52,0,75.08,101.73,100,0,0.005,0.3227,0,1.11,98400,RESIDENTIAL,prime,,,1290 - 120,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.13575087101908936,0.02,2e-05,0.35,0.0,,1.0097999999999998,0.012499999999999956,0.9973,0.0027000000000000357,0.0333,0.08115215220930683,0.0085,0.0038510223710689602,0.03,1249999.9999999998,PRIME,0,prime,standard,0.0,0.046548,0.15,1.0,0.0125,,,,,,,,standard
950,SFC_6034264,BATH TUB AND SHOWER SYSTEMS,2025-07-15,6104.0,6209.6,6104,12.9,120,LEXINGTON,NC,90.78,2025-10-16,NC,720,Unsec Std - 1290 - 120,6104,30.52,0,75.08,101.73,100,0,0.005,0.3227,0,1.11,98400,RESIDENTIAL,prime,,,,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.2530827726253024,0.02,2e-05,0.35,0.0,,1.0045,0.012499999999999956,0.992,,0.026718045953897346,0.08722111694008294,0.0,0.0,0.0,0.0,SFY,0,sfy,standard,0.0,0.035,0.18,1.0,0.0125,,,,,,,,standard
951,SFC_6184549,GARAGE DOOR,2025-08-28,6099.0,5712.93,6099,23.99,60,PATASKALA,OH,175.42,2025-10-16,OH,741,24 Mth WPDI,5556.19,30.5,0,126.24,93.67,91.1,8.9,0.005,0.4724,0,4.39,48000,RESIDENTIAL,prime,,,WP24,24 Mth WPDI,59.0,10000.0,2136.0,0.0291,0.1948,0.02,2e-05,0.35,24.0,0.8113887652096501,0.9291999999999999,0.012499999999999956,0.9167,0.08330000000000004,0.0123,0.10321129859987899,0.0013,0.0036548922195523523,0.0,0.0,PRIME,0.0538802514747746;0.0450107112074825;0.0290435059631223;0.0269110688933608;0.0329133419615629;0.03778226424726;0.0232883570793076;0.0303450750062364;0.0278511944142547;0.0204041596515225;0.0287588205249249;0.024276493719799;0.0203752870880823;0.0263855276501278;0.0264984370739482;0.0311667302716944;0.0266788484511471;0.0229199465675228;0.0239449730692468;0.0281456717931416;0.0348539461672305;0.049331336098592;0.0713419744929187;0.0692808423423899,prime,wpdi,0.0288372800918244,0.0225,0.2,1.0,0.0125,,,,,,,,unknown
952,SFC_6159292,ELECTRICAL EQUIPMENT,2025-08-20,6086.25,5885.4,6086.25,17.99,60,AUSTIN,TX,154.52,2025-10-16,TX,739,18 Mth WPDI,5781.94,9.13,0,94.33,96.7,95,5,0.0015,0.2296,0,1.28,144000,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,59.0,10000.0,2136.0,0.0186,0.2705,0.02,2e-05,0.35,18.0,0.7855632646651717,0.9594999999999999,0.012499999999999956,0.947,0.05300000000000005,0.0531,0.09621847590426391,0.01295,0.018253998014788872,0.05,2083333.3333333333,PRIME,0.0628324181433995;0.0408385410486935;0.0369529552615553;0.0342505855761147;0.0360444673455377;0.0342760224870836;0.034925225567199;0.0325781332673581;0.033301047422053;0.0336283273168834;0.036171644516601;0.0363542883332323;0.0358565574961247;0.0356553513213916;0.039832222527633;0.0498596224428832;0.0778039535101948;0.094401901081233,prime,wpdi,0.015,0.05,0.25,1.0,0.0125,,,,,,,,unknown
952,SFC_6159292,ELECTRICAL EQUIPMENT,2025-08-20,6086.25,5885.4,6086.25,17.99,60,AUSTIN,TX,154.52,2025-10-16,TX,739,18 Mth WPDI,5781.94,9.13,0,94.33,96.7,95,5,0.0015,0.2296,0,1.28,144000,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,58.0,10000.0,2200.0,0.0251,0.2570131893885484,0.02,2e-05,0.35,18.0,0.8202705769902632,0.9592,0.012499999999999956,0.9467000000000001,0.0532999999999999,0.0643,0.07946255199583696,0.1951,0.041090767478203234,0.05,2083333.3333333333,SFY,0.0652777389894097;0.0356953756194261;0.034058164028278;0.0279406174401888;0.031594188639639;0.0340876225347276;0.0330167624837598;0.0298519380389914;0.0339574704072298;0.0358908101981715;0.0344087960474102;0.0341519438576293;0.0374083860415759;0.0324308183993861;0.0438555113830001;0.0622556562993365;0.0907677106631277;0.123621065918976,sfy,wpdi,0.013,0.0643,0.3,1.0,0.0125,,,,,,,,unknown
953,SFC_5678279,WINDOWS,2025-04-01,6056.0,5856.15,6056,23.99,60,AMHERST,OH,174.18,2025-10-16,OH,761,18 Mth WPDI,5722.92,0,0,133.23,96.7,94.5,5.5,0,0.2027,0,2.62,80000.04,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,59.0,10000.0,2136.0,0.0186,0.2705,0.02,2e-05,0.35,18.0,0.7855632646651717,0.9594999999999999,0.012499999999999956,0.947,0.05300000000000005,0.0531,0.09621847590426391,0.01295,0.018253998014788872,0.05,2083333.3333333333,PRIME,0.0628324181433995;0.0408385410486935;0.0369529552615553;0.0342505855761147;0.0360444673455377;0.0342760224870836;0.034925225567199;0.0325781332673581;0.033301047422053;0.0336283273168834;0.036171644516601;0.0363542883332323;0.0358565574961247;0.0356553513213916;0.039832222527633;0.0498596224428832;0.0778039535101948;0.094401901081233,prime,wpdi,0.015,0.05,0.25,1.0,0.0125,,,,,,,,unknown
953,SFC_5678279,WINDOWS,2025-04-01,6056.0,5856.15,6056,23.99,60,AMHERST,OH,174.18,2025-10-16,OH,761,18 Mth WPDI,5722.92,0,0,133.23,96.7,94.5,5.5,0,0.2027,0,2.62,80000.04,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,58.0,10000.0,2200.0,0.0251,0.2570131893885484,0.02,2e-05,0.35,18.0,0.8202705769902632,0.9592,0.012499999999999956,0.9467000000000001,0.0532999999999999,0.0643,0.07946255199583696,0.1951,0.041090767478203234,0.05,2083333.3333333333,SFY,0.0652777389894097;0.0356953756194261;0.034058164028278;0.0279406174401888;0.031594188639639;0.0340876225347276;0.0330167624837598;0.0298519380389914;0.0339574704072298;0.0358908101981715;0.0344087960474102;0.0341519438576293;0.0374083860415759;0.0324308183993861;0.0438555113830001;0.0622556562993365;0.0907677106631277;0.123621065918976,sfy,wpdi,0.013,0.0643,0.3,1.0,0.0125,,,,,,,,unknown
954,SFC_6095594,ROOFING MATERIAL,2025-08-01,6024.4,6137.06,6024.4,12.99,48,ARLINGTON,TX,161.59,2025-10-16,TX,712,Unsec Std - 1299,6024.4,0,0,112.66,101.87,100,0,0,0.2109,0,2.01,96000,RESIDENTIAL,prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
955,SFC_5820316,ROOFING MATERIAL,2025-05-14,6000.0,5925.6,6000,9.9,180,SUN CITY,AZ,64.11,2025-10-16,AZ,763,Unsec Std - 990 - 180,5760,24,0,141.6,98.76,96,4,0.004,0.1355,0,0.66,116400,RESIDENTIAL,prime,,,990 - 180,Unsec Std - 990 - 180,180.0,10000.0,990.0,0.0,0.1679,0.02,2e-05,0.35,0.0,,0.9801,0.012499999999999956,0.9676,0.032399999999999984,0.0207,0.07056702765910927,0.0628,0.08601302135113863,0.0,0.0,PRIME,0,prime,standard,0.0,0.025063500000000006,0.2,1.0,0.0125,,,,,,,,standard
956,SFC_5849448,WINDOWS,2025-05-22,6000.0,5804.4,6000,11.22,123,IONIA,MI,85.74,2026-01-16,MI,700,Unsec Std - 1190 - 123,5655,0,0,149.4,96.74,94.25,5.75,0,0.3698,0,1.19,86400,RESIDENTIAL,prime,,,NINP4342,Unsec Std - 1190 - 123,123.0,10000.0,1190.0,0.0298,0.141,0.02,2e-05,0.35,3.0,0.13000000000000003,0.9599,0.012499999999999956,0.9474,0.05259999999999998,0.0298,0.08191114165564972,0.0004,0.0005822102586966392,0.0,0.0,PRIME,0.0363405847853139;0.0425899377937978;0.0510694774208883,prime,hybrid,0.039,0.046200000000000005,0.2,1.0,0.0125,,,,,,,,standard
957,SFC_6041883,FENCING,2025-07-17,5997.0,5799.1,5997,23.99,60,WINDSOR MILL,MD,172.49,2025-10-16,MD,757,18 Mth WPDI,5697.15,0,0,101.95,96.7,95,5,0,0.2991,0,3.18,65004,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,59.0,10000.0,2136.0,0.0186,0.2705,0.02,2e-05,0.35,18.0,0.7855632646651717,0.9594999999999999,0.012499999999999956,0.947,0.05300000000000005,0.0531,0.09621847590426391,0.01295,0.018253998014788872,0.05,2083333.3333333333,PRIME,0.0628324181433995;0.0408385410486935;0.0369529552615553;0.0342505855761147;0.0360444673455377;0.0342760224870836;0.034925225567199;0.0325781332673581;0.033301047422053;0.0336283273168834;0.036171644516601;0.0363542883332323;0.0358565574961247;0.0356553513213916;0.039832222527633;0.0498596224428832;0.0778039535101948;0.094401901081233,prime,wpdi,0.015,0.05,0.25,1.0,0.0125,,,,,,,,unknown
957,SFC_6041883,FENCING,2025-07-17,5997.0,5799.1,5997,23.99,60,WINDSOR MILL,MD,172.49,2025-10-16,MD,757,18 Mth WPDI,5697.15,0,0,101.95,96.7,95,5,0,0.2991,0,3.18,65004,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,58.0,10000.0,2200.0,0.0251,0.2570131893885484,0.02,2e-05,0.35,18.0,0.8202705769902632,0.9592,0.012499999999999956,0.9467000000000001,0.0532999999999999,0.0643,0.07946255199583696,0.1951,0.041090767478203234,0.05,2083333.3333333333,SFY,0.0652777389894097;0.0356953756194261;0.034058164028278;0.0279406174401888;0.031594188639639;0.0340876225347276;0.0330167624837598;0.0298519380389914;0.0339574704072298;0.0358908101981715;0.0344087960474102;0.0341519438576293;0.0374083860415759;0.0324308183993861;0.0438555113830001;0.0622556562993365;0.0907677106631277;0.123621065918976,sfy,wpdi,0.013,0.0643,0.3,1.0,0.0125,,,,,,,,unknown
958,SFC_6098273,GUTTERS,2025-08-01,5978.96,6066.85,5978.96,10.9,120,MIDDLETOWN,PA,82.02,2025-10-16,PA,763,Unsec Std - 1090 - 120,5978.96,0,0,87.89,101.47,100,0,0,0.0241,0,1.2,81600,RESIDENTIAL,prime,,,1090 - 120,Unsec Std - 1090 - 120,120.0,10000.0,1090.0,0.0,0.1695951850114601,0.02,2e-05,0.35,0.0,,1.0072,0.012499999999999956,0.9947,0.005299999999999971,0.0166,0.0743568173514495,0.00845,0.01718832812703956,0.0,0.0,PRIME,0,prime,standard,0.0,0.0203675,0.18,1.0,0.0125,,,,,,,,standard
959,SFC_5970076,INSULATION,2025-06-26,5958.0,6061.07,5958,12.9,120,DETROIT,MI,88.61,2025-10-16,OH,721,Unsec Std - 1290 - 120,5958,0,0,103.07,101.73,100,0,0,0.3294,0,0.99,108000,RESIDENTIAL,prime,,,1290 - 120,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.13575087101908936,0.02,2e-05,0.35,0.0,,1.0097999999999998,0.012499999999999956,0.9973,0.0027000000000000357,0.0333,0.08115215220930683,0.0085,0.0038510223710689602,0.03,1249999.9999999998,PRIME,0,prime,standard,0.0,0.046548,0.15,1.0,0.0125,,,,,,,,standard
959,SFC_5970076,INSULATION,2025-06-26,5958.0,6061.07,5958,12.9,120,DETROIT,MI,88.61,2025-10-16,OH,721,Unsec Std - 1290 - 120,5958,0,0,103.07,101.73,100,0,0,0.3294,0,0.99,108000,RESIDENTIAL,prime,,,,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.2530827726253024,0.02,2e-05,0.35,0.0,,1.0045,0.012499999999999956,0.992,,0.026718045953897346,0.08722111694008294,0.0,0.0,0.0,0.0,SFY,0,sfy,standard,0.0,0.035,0.18,1.0,0.0125,,,,,,,,standard
960,SFC_6150339,WINDOWS,2025-08-18,5950.0,5879.2,5950,11.9,180,CLOVIS,CA,71.03,2025-10-16,CA,712,Unsec Std - 1190 - 180,5950,0,0,-70.8,98.81,100,0,0,0.123,0,0.44,190800,RESIDENTIAL,prime,,,1190 - 180,Unsec Std - 1190 - 180,180.0,10000.0,1190.0,0.0,0.11761019723970799,0.02,2e-05,0.35,0.0,,0.9805999999999999,0.012499999999999956,0.9681,0.03190000000000004,0.0417,0.07419445445327266,0.00185,0.0008801068120594478,0.07,2916666.666666667,PRIME,0,prime,standard,0.0,0.0425,0.138514378468019,1.0,0.0125,,,,,,,,standard
960,SFC_6150339,WINDOWS,2025-08-18,5950.0,5879.2,5950,11.9,180,CLOVIS,CA,71.03,2025-10-16,CA,712,Unsec Std - 1190 - 180,5950,0,0,-70.8,98.81,100,0,0,0.123,0,0.44,190800,RESIDENTIAL,prime,,,1190 - 180,Unsec Std - 1190 - 180,180.0,10000.0,1190.0,0.0,0.18672372431933457,0.02,2e-05,0.35,0.0,,0.9757437584124641,0.012499999999999956,0.9632437584124641,0.036756241587535876,0.0301222084257018,0.0857091910309915,0.00585,0.016127451247601888,0.06,2499999.9999999995,SFY,0,sfy,standard,0.0,0.04,0.16,1.0,0.0125,,,,,,,,standard
961,SFC_6127115,HVAC-PLUMBING EQUIPMENT,2025-08-11,5903.0,5718.24,5903,10.28,123,CINCINNATI,OH,80.98,2026-01-16,OH,748,Unsec Std - 1090 - 123,5519.31,29.52,0,169.41,96.87,93.5,6.5,0.005,0.4397,0,1.8,54000,RESIDENTIAL,prime,,,NINP4337,Unsec Std - 1090 - 123,123.0,10000.0,1090.0,0.0166,0.1696,0.02,2e-05,0.35,3.0,0.13000000000000003,0.9611999999999999,0.012499999999999956,0.9487,0.05130000000000001,0.0166,0.08225760892092726,0.0015,0.00214656491333475,0.0,0.0,PRIME,0.0363405847853139;0.0425899377937978;0.0510694774208883,prime,hybrid,0.025314139015718783,0.035,0.2,1.0,0.0125,,,,,,,,standard
962,SFC_6171625,HVAC EQUIPMENT,2025-08-25,5900.0,5858.11,5900,12.9,60,SLIDELL,LA,133.94,2025-10-16,LA,685,Unsec Std - 1290 - 60,5708.25,73.75,0,76.11,99.29,96.75,3.25,0.0125,0.395,0,1.07,150000,RESIDENTIAL,prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
963,SFC_6131541,WINDOWS,2025-08-12,5778.0,5862.94,5778,10.9,120,PENDLETON,IN,79.27,2025-10-16,IN,768,Unsec Std - 1090 - 120,5778,0,0,84.94,101.47,100,0,0,0.3876,0,1.21,78996,RESIDENTIAL,prime,,,1090 - 120,Unsec Std - 1090 - 120,120.0,10000.0,1090.0,0.0,0.1695951850114601,0.02,2e-05,0.35,0.0,,1.0072,0.012499999999999956,0.9947,0.005299999999999971,0.0166,0.0743568173514495,0.00845,0.01718832812703956,0.0,0.0,PRIME,0,prime,standard,0.0,0.0203675,0.18,1.0,0.0125,,,,,,,,standard
964,SFC_6181026,HVAC EQUIPMENT,2025-08-27,5747.0,5383.21,5747,17.99,60,CYPRESS,TX,145.9,2025-10-16,TX,754,24 Mth WPDI,5258.51,143.68,0,-18.98,93.67,91.5,8.5,0.025,0.2615,0,0.66,264285.6,RESIDENTIAL,prime,,,WP24,24 Mth WPDI,59.0,10000.0,2136.0,0.0291,0.1948,0.02,2e-05,0.35,24.0,0.8113887652096501,0.9291999999999999,0.012499999999999956,0.9167,0.08330000000000004,0.0123,0.10321129859987899,0.0013,0.0036548922195523523,0.0,0.0,PRIME,0.0538802514747746;0.0450107112074825;0.0290435059631223;0.0269110688933608;0.0329133419615629;0.03778226424726;0.0232883570793076;0.0303450750062364;0.0278511944142547;0.0204041596515225;0.0287588205249249;0.024276493719799;0.0203752870880823;0.0263855276501278;0.0264984370739482;0.0311667302716944;0.0266788484511471;0.0229199465675228;0.0239449730692468;0.0281456717931416;0.0348539461672305;0.049331336098592;0.0713419744929187;0.0692808423423899,prime,wpdi,0.0288372800918244,0.0225,0.2,1.0,0.0125,,,,,,,,unknown
965,SFC_6106958,GARAGE DOOR,2025-08-05,5722.47,5177.69,5722.47,20.99,60,SAPULPA,OK,154.78,2027-06-16,OK,733,NINP - 20 Mo,4978.55,28.61,0,170.53,90.48,87,13,0.005,0.503,0,1.32,140076,RESIDENTIAL,prime,,,NINP20,NINP - 20 Mo,99.0,10000.0,2145.0,0.0114,0.3365,0.02,2e-05,0.35,20.0,0.7803,0.8973,0.012499999999999956,0.8848,0.11519999999999997,0.0726,0.08215117463215016,0.0066,0.011901400675684284,0.0,0.0,PRIME,0.046;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0471;0.0911;0.1049,prime,ninp,0.0257,0.0726,0.3365,1.0,0.0125,,,,,,,,ninp
965,SFC_6106958,GARAGE DOOR,2025-08-05,5722.47,5177.69,5722.47,20.99,60,SAPULPA,OK,154.78,2027-06-16,OK,733,NINP - 20 Mo,4978.55,28.61,0,170.53,90.48,87,13,0.005,0.503,0,1.32,140076,RESIDENTIAL,prime,,,NINP20,NINP - 20 Mo,96.0,10000.0,2200.0,0.013222633524994162,0.2719,0.02,2e-05,0.35,20.0,0.8839999999999999,0.8949,0.012499999999999956,0.8824000000000001,0.11759999999999993,0.013222633524994162,0.0826715029780134,0.0085,0.01881535978886887,0.0,0.0,SFY,0.031;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.04;0.15;0.175,sfy,ninp,0.0304,0.02,0.45,1.0,0.0125,,,,,,,,ninp
966,SFC_6199731,HVAC EQUIPMENT,2025-09-03,5701.0,5799.63,5701,12.9,120,SAVONA,NY,84.79,2025-10-16,NY,708,Unsec Std - 1290 - 120,5701,0,0,98.63,101.73,100,0,0,0.0954,0,0.6,171996,RESIDENTIAL,prime,,,1290 - 120,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.13575087101908936,0.02,2e-05,0.35,0.0,,1.0097999999999998,0.012499999999999956,0.9973,0.0027000000000000357,0.0333,0.08115215220930683,0.0085,0.0038510223710689602,0.03,1249999.9999999998,PRIME,0,prime,standard,0.0,0.046548,0.15,1.0,0.0125,,,,,,,,standard
966,SFC_6199731,HVAC EQUIPMENT,2025-09-03,5701.0,5799.63,5701,12.9,120,SAVONA,NY,84.79,2025-10-16,NY,708,Unsec Std - 1290 - 120,5701,0,0,98.63,101.73,100,0,0,0.0954,0,0.6,171996,RESIDENTIAL,prime,,,,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.2530827726253024,0.02,2e-05,0.35,0.0,,1.0045,0.012499999999999956,0.992,,0.026718045953897346,0.08722111694008294,0.0,0.0,0.0,0.0,SFY,0,sfy,standard,0.0,0.035,0.18,1.0,0.0125,,,,,,,,standard
967,SFC_6118199,HVAC EQUIPMENT,2025-08-08,5692.0,5504.16,5692,23.99,60,UNIONTOWN,OH,163.71,2025-10-16,OH,727,18 Mth WPDI,5415.94,0,0,88.22,96.7,95.15,4.85,0,0.2649,0,1.77,111240,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,59.0,10000.0,2136.0,0.0186,0.2705,0.02,2e-05,0.35,18.0,0.7855632646651717,0.9594999999999999,0.012499999999999956,0.947,0.05300000000000005,0.0531,0.09621847590426391,0.01295,0.018253998014788872,0.05,2083333.3333333333,PRIME,0.0628324181433995;0.0408385410486935;0.0369529552615553;0.0342505855761147;0.0360444673455377;0.0342760224870836;0.034925225567199;0.0325781332673581;0.033301047422053;0.0336283273168834;0.036171644516601;0.0363542883332323;0.0358565574961247;0.0356553513213916;0.039832222527633;0.0498596224428832;0.0778039535101948;0.094401901081233,prime,wpdi,0.015,0.05,0.25,1.0,0.0125,,,,,,,,unknown
967,SFC_6118199,HVAC EQUIPMENT,2025-08-08,5692.0,5504.16,5692,23.99,60,UNIONTOWN,OH,163.71,2025-10-16,OH,727,18 Mth WPDI,5415.94,0,0,88.22,96.7,95.15,4.85,0,0.2649,0,1.77,111240,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,58.0,10000.0,2200.0,0.0251,0.2570131893885484,0.02,2e-05,0.35,18.0,0.8202705769902632,0.9592,0.012499999999999956,0.9467000000000001,0.0532999999999999,0.0643,0.07946255199583696,0.1951,0.041090767478203234,0.05,2083333.3333333333,SFY,0.0652777389894097;0.0356953756194261;0.034058164028278;0.0279406174401888;0.031594188639639;0.0340876225347276;0.0330167624837598;0.0298519380389914;0.0339574704072298;0.0358908101981715;0.0344087960474102;0.0341519438576293;0.0374083860415759;0.0324308183993861;0.0438555113830001;0.0622556562993365;0.0907677106631277;0.123621065918976,sfy,wpdi,0.013,0.0643,0.3,1.0,0.0125,,,,,,,,unknown
968,SFC_6051529,WINDOWS/DOORS,2025-07-19,5675.0,5487.73,5675,23.99,60,CHICAGO,IL,163.23,2025-10-16,IL,714,18 Mth WPDI,5362.88,0,0,124.85,96.7,94.5,5.5,0,0.4487,0,2.52,78000,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,59.0,10000.0,2136.0,0.0186,0.2705,0.02,2e-05,0.35,18.0,0.7855632646651717,0.9594999999999999,0.012499999999999956,0.947,0.05300000000000005,0.0531,0.09621847590426391,0.01295,0.018253998014788872,0.05,2083333.3333333333,PRIME,0.0628324181433995;0.0408385410486935;0.0369529552615553;0.0342505855761147;0.0360444673455377;0.0342760224870836;0.034925225567199;0.0325781332673581;0.033301047422053;0.0336283273168834;0.036171644516601;0.0363542883332323;0.0358565574961247;0.0356553513213916;0.039832222527633;0.0498596224428832;0.0778039535101948;0.094401901081233,prime,wpdi,0.015,0.05,0.25,1.0,0.0125,,,,,,,,unknown
968,SFC_6051529,WINDOWS/DOORS,2025-07-19,5675.0,5487.73,5675,23.99,60,CHICAGO,IL,163.23,2025-10-16,IL,714,18 Mth WPDI,5362.88,0,0,124.85,96.7,94.5,5.5,0,0.4487,0,2.52,78000,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,58.0,10000.0,2200.0,0.0251,0.2570131893885484,0.02,2e-05,0.35,18.0,0.8202705769902632,0.9592,0.012499999999999956,0.9467000000000001,0.0532999999999999,0.0643,0.07946255199583696,0.1951,0.041090767478203234,0.05,2083333.3333333333,SFY,0.0652777389894097;0.0356953756194261;0.034058164028278;0.0279406174401888;0.031594188639639;0.0340876225347276;0.0330167624837598;0.0298519380389914;0.0339574704072298;0.0358908101981715;0.0344087960474102;0.0341519438576293;0.0374083860415759;0.0324308183993861;0.0438555113830001;0.0622556562993365;0.0907677106631277;0.123621065918976,sfy,wpdi,0.013,0.0643,0.3,1.0,0.0125,,,,,,,,unknown
969,SFC_5950560,WINDOWS,2025-06-21,5616.05,5517.77,5616.05,9.49,120,WEST CHESTER,OH,72.64,2025-10-16,OH,694,Unsec Std - 949 - 120notes,5405.45,0,0,112.32,98.25,96.25,3.75,0,0.0862,0,1,87142.8,HD NOTE,prime,,,,Unsec Std - 949 - 120notes,120.0,,949.0,0.0,0.12,0.0165,2e-05,0.15,0.0,,0.9825,,,,0.028,0.07586539897224132,,,,,PRIME,0,prime,standard,0.0,0.0364,0.13799999999999998,1.0,0.0115,True,0.0,0.0364,0.12,0.0,0.028,0,standard
969,SFC_5950560,WINDOWS,2025-06-21,5616.05,5517.77,5616.05,9.49,120,WEST CHESTER,OH,72.64,2025-10-16,OH,694,Unsec Std - 949 - 120notes,5405.45,0,0,112.32,98.25,96.25,3.75,0,0.0862,0,1,87142.8,HD NOTE,prime,,,,Unsec Std - 949 - 120notes,120.0,,949.0,0.0,0.12,0.02,2e-05,0.15,0.0,,0.975,,,,0.032,0.07487519420835298,,,,,SFY,0,sfy,standard,0.0,0.041600000000000005,0.13799999999999998,1.0,0.0125,True,0.0,0.041600000000000005,0.12,0.0,0.032,0,standard
970,SFC_6177787,WATER HEATERS,2025-08-26,5614.6,5516.34,5614.6,9.49,120,KISSIMMEE,FL,72.62,2025-10-16,FL,742,Unsec Std - 949 - 120notes,5385.19,0,19.6,111.55,98.25,96.25,3.75,0,0.3334,0,0.82,107142.84,HD NOTE,prime,,,,Unsec Std - 949 - 120notes,120.0,,949.0,0.0,0.12,0.0165,2e-05,0.15,0.0,,0.9825,,,,0.028,0.07586539897224132,,,,,PRIME,0,prime,standard,0.0,0.0364,0.13799999999999998,1.0,0.0115,True,0.0,0.0364,0.12,0.0,0.028,0,standard
970,SFC_6177787,WATER HEATERS,2025-08-26,5614.6,5516.34,5614.6,9.49,120,KISSIMMEE,FL,72.62,2025-10-16,FL,742,Unsec Std - 949 - 120notes,5385.19,0,19.6,111.55,98.25,96.25,3.75,0,0.3334,0,0.82,107142.84,HD NOTE,prime,,,,Unsec Std - 949 - 120notes,120.0,,949.0,0.0,0.12,0.02,2e-05,0.15,0.0,,0.975,,,,0.032,0.07487519420835298,,,,,SFY,0,sfy,standard,0.0,0.041600000000000005,0.13799999999999998,1.0,0.0125,True,0.0,0.041600000000000005,0.12,0.0,0.032,0,standard
971,SFC_6102534,DOORS,2025-08-04,5500.0,5580.85,5500,10.9,120,TRYON,NC,75.45,2025-10-16,NC,769,Unsec Std - 1090 - 120,5500,0,0,80.85,101.47,100,0,0,0.2102,0,0.58,156000,RESIDENTIAL,prime,,,1090 - 120,Unsec Std - 1090 - 120,120.0,10000.0,1090.0,0.0,0.1695951850114601,0.02,2e-05,0.35,0.0,,1.0072,0.012499999999999956,0.9947,0.005299999999999971,0.0166,0.0743568173514495,0.00845,0.01718832812703956,0.0,0.0,PRIME,0,prime,standard,0.0,0.0203675,0.18,1.0,0.0125,,,,,,,,standard
